#SampleID	DateOfCollection	TimeOfCollection	Notes	City	Office	OfficeLocation	Row	Surface	TimePoint	TimePointCategory	Cooler
S3W.3.Ce.007	6/8/2013	17:30:00	JF	san_diego	3	wall	3	ceiling	007	2	no_data
S3W.3.Dr.007	6/8/2013	17:30:00	JF	san_diego	3	wall	3	drywall	007	2	no_data
S1C.3.Ca.008	6/10/2013	14:30:00	PR	san_diego	1	ceiling	3	carpet	008	2	no_data
S1C.3.Ce.008	6/10/2013	14:30:00	PR	san_diego	1	ceiling	3	ceiling	008	2	no_data
S1C.3.Dr.008	6/10/2013	14:30:00	PR	san_diego	1	ceiling	3	drywall	008	2	no_data
S1F.3.Ca.008	6/10/2013	14:30:00	PR	san_diego	1	floor	3	carpet	008	2	no_data
S1F.3.Ce.008	6/10/2013	14:30:00	PR	san_diego	1	floor	3	ceiling	008	2	no_data
S1F.3.Dr.008	6/10/2013	14:30:00	PR	san_diego	1	floor	3	drywall	008	2	no_data
S1W.3.Ca.008	6/10/2013	14:30:00	PR	san_diego	1	wall	3	carpet	008	2	no_data
S1W.3.Ce.008	6/10/2013	14:30:00	PR	san_diego	1	wall	3	ceiling	008	2	no_data
S1W.3.Dr.008	6/10/2013	14:30:00	PR	san_diego	1	wall	3	drywall	008	2	no_data
S2C.3.Ca.008	6/10/2013	14:20:00	PR	san_diego	2	ceiling	3	carpet	008	2	no_data
S2C.3.Ce.008	6/10/2013	14:20:00	PR	san_diego	2	ceiling	3	ceiling	008	2	no_data
S2C.3.Dr.008	6/10/2013	14:20:00	PR	san_diego	2	ceiling	3	drywall	008	2	no_data
S2F.3.Ca.008	6/10/2013	14:20:00	PR	san_diego	2	floor	3	carpet	008	2	no_data
S2F.3.Ce.008	6/10/2013	14:20:00	PR	san_diego	2	floor	3	ceiling	008	2	no_data
S2F.3.Dr.008	6/10/2013	14:20:00	PR	san_diego	2	floor	3	drywall	008	2	no_data
S2W.3.Ca.008	6/10/2013	14:20:00	PR	san_diego	2	wall	3	carpet	008	2	no_data
S2W.3.Ce.008	6/10/2013	14:20:00	PR	san_diego	2	wall	3	ceiling	008	2	no_data
S2W.3.Dr.008	6/10/2013	14:20:00	PR	san_diego	2	wall	3	drywall	008	2	no_data
S3C.3.Ca.008	6/10/2013	14:10:00	PR	san_diego	3	ceiling	3	carpet	008	2	no_data
S3C.3.Ce.008	6/10/2013	14:10:00	PR	san_diego	3	ceiling	3	ceiling	008	2	no_data
S3C.3.Dr.008	6/10/2013	14:10:00	PR	san_diego	3	ceiling	3	drywall	008	2	no_data
S3F.3.Ca.008	6/10/2013	14:10:00	PR	san_diego	3	floor	3	carpet	008	2	no_data
S3F.3.Ce.008	6/10/2013	14:10:00	PR	san_diego	3	floor	3	ceiling	008	2	no_data
S3F.3.Dr.008	6/10/2013	14:10:00	PR	san_diego	3	floor	3	drywall	008	2	no_data
S3W.3.Ca.008	6/10/2013	14:10:00	PR	san_diego	3	wall	3	carpet	008	2	no_data
